28800, 14930, 0, -38, -36, 103
28800, 14130, 0, -46, -39, 105
28800, 13330, 0, -56, -41, 105
28800, 12530, 0, -69, -43, 107
28800, 11730, 0, -87, -44, 108
28800, 10930, 0, -119, -46, 109
28800, 10130, 0, -187, -47, 108
28800, 9330, 0, -225, -49, 100
28800, 8530, 0, -204, -47, 75
28800, 7730, 0, -196, -46, 41
28800, 6930, 0, -204, -45, 11
28800, 6130, 0, -211, -42, -13
28800, 5330, 0, -145, -35, -41
28800, 4530, 0, -104, -31, -68
28800, 3730, 0, -83, -27, -83
28800, 2930, 0, -69, -24, -86
28800, 2130, 0, -59, -21, -84
28800, 1330, 0, -50, -20, -79
28800, 530, 0, -44, -18, -74
29070, 0, 0, -41, -17, -72
29870, 0, 0, -40, -17, -72
30670, 0, 0, -41, -16, -72
31200, 270, 0, -41, -15, -72
31200, 1070, 0, -44, -16, -75
31200, 1870, 0, -51, -18, -80
31200, 2670, 0, -59, -19, -84
31200, 3470, 0, -68, -22, -86
31200, 4270, 0, -82, -24, -85
31200, 5070, 0, -103, -29, -71
31200, 5870, 0, -143, -35, -44
31200, 6670, 0, -207, -41, -17
31200, 7470, 0, -205, -45, 7
31200, 8270, 0, -195, -46, 34
31200, 9070, 0, -200, -48, 66
31200, 9870, 0, -218, -52, 92
31200, 10670, 0, -195, -54, 102
31200, 11470, 0, -128, -55, 105
31200, 12270, 0, -94, -55, 106
31200, 13070, 0, -75, -55, 106
31200, 13870, 0, -61, -54, 107
31200, 14670, 0, -50, -51, 107
31200, 15470, 0, -41, -47, 106
31200, 16270, 0, -33, -42, 104
31200, 17070, 0, -26, -36, 103
31200, 17870, 0, -20, -30, 103
31200, 18670, 0, -15, -27, 101
31200, 19470, 0, -8, -24, 101
31200, 20270, 0, -6, -23, 103
31200, 21070, 0, -2, -22, 105
31200, 21870, 0, 2, -21, 108
31200, 22670, 0, 8, -19, 111
31200, 23470, 0, 15, -16, 114
31200, 24270, 0, 21, -11, 116
31200, 25070, 0, 29, -4, 118
31200, 25870, 0, 39, 2, 119
31200, 26670, 0, 50, 10, 119
31200, 27470, 0, 64, 17, 117
31200, 28270, 0, 81, 23, 110
31200, 29070, 0, 106, 27, 91
31200, 29870, 0, 148, 29, 58
31200, 30670, 0, 217, 31, 23
31200, 31470, 0, 231, 30, -6
31200, 32270, 0, 211, 27, -32
31200, 33070, 0, 203, 26, -61
31200, 33870, 0, 207, 23, -84
31200, 34670, 0, 199, 20, -95
31200, 35470, 0, 140, 15, -95
31470, 36000, 0, 109, 10, -93
32270, 36000, 0, 109, 10, -93
33070, 36000, 0, 110, 10, -93
33600, 35730, 0, 111, 9, -93
33600, 34930, 0, 143, 14, -97
33600, 34130, 0, 202, 20, -96
33600, 33330, 0, 209, 23, -86
33600, 32530, 0, 204, 26, -61
33600, 31730, 0, 212, 30, -31
33600, 30930, 0, 232, 35, -5
33600, 30130, 0, 211, 41, 23
33600, 29330, 0, 146, 44, 57
33600, 28530, 0, 109, 44, 89
33600, 27730, 0, 86, 36, 108
33600, 26930, 0, 67, 29, 117
33600, 26130, 0, 53, 19, 121
33600, 25330, 0, 40, 8, 124
33600, 24530, 0, 30, -1, 124
33600, 23730, 0, 21, -9, 123
33600, 22930, 0, 12, -17, 120
33600, 22130, 0, 6, -22, 117
33600, 21330, 0, 1, -25, 113
33600, 20530, 0, -3, -24, 108
33600, 19730, 0, -6, -22, 105
33600, 18930, 0, -9, -22, 102
33600, 18130, 0, -13, -24, 102
33600, 17330, 0, -18, -29, 103
33600, 16530, 0, -25, -37, 105
33600, 15730, 0, -33, -48, 109
33600, 14930, 0, -42, -56, 110
33600, 14130, 0, -52, -64, 111
33600, 13330, 0, -63, -69, 111
33600, 12530, 0, -76, -71, 109
33600, 11730, 0, -92, -70, 106
33600, 10930, 0, -121, -65, 103
33600, 10130, 0, -186, -59, 98
33600, 9330, 0, -214, -53, 87
33600, 8530, 0, -198, -48, 63
33600, 7730, 0, -194, -47, 32
33600, 6930, 0, -204, -44, 5
33600, 6130, 0, -209, -41, -17
33600, 5330, 0, -143, -34, -44
33600, 4530, 0, -105, -29, -71
33600, 3730, 0, -83, -25, -85
33600, 2930, 0, -68, -21, -87
33600, 2130, 0, -58, -19, -84
33600, 1330, 0, -50, -16, -80
33600, 530, 0, -44, -15, -75
33870, 0, 0, -41, -13, -73
34670, 0, 0, -41, -13, -71
35470, 0, 0, -41, -14, -73
36000, 270, 0, -41, -12, -72
36000, 1070, 0, -44, -13, -76
36000, 1870, 0, -51, -15, -80
36000, 2670, 0, -59, -16, -85
36000, 3470, 0, -69, -18, -89
36000, 4270, 0, -82, -22, -88
36000, 5070, 0, -103, -26, -75
36000, 5870, 0, -142, -32, -48
36000, 6670, 0, -206, -38, -22
36000, 7470, 0, -206, -43, 0
36000, 8270, 0, -194, -46, 21
36000, 9070, 0, -194, -48, 48
36000, 9870, 0, -206, -53, 71
36000, 10670, 0, -192, -63, 86
36000, 11470, 0, -140, -75, 97
36000, 12270, 0, -114, -86, 105
36000, 13070, 0, -96, -89, 112
36000, 13870, 0, -84, -85, 117
36000, 14670, 0, -70, -78, 120
36000, 15470, 0, -58, -68, 120
36000, 16270, 0, -45, -55, 117
